Student_ID,Roll_Number,Full_Name,Gender,Branch,Section,CGPA,SGPA,Backlogs,Sem_Status,Skills,Certifications_Count,Internship_Count,Eligible_For_Placements,Placement_Status
STU0379,22311A6619,Usha Paul,Female,AIML,A,6.06,6.83,0,PASS,"Python, SQL, Power BI, Data Analysis",1,1,Yes,Placed
STU0380,22311A6620,Shashank Dey,Male,AIML,B,5.64,5.82,2,FAIL,"Power BI, Deep Learning, TensorFlow, Scikit-learn",0,0,No,Not Placed
STU0381,22311A6621,Harika Mukherjee,Female,AIML,C,6.71,7.24,1,FAIL,"Power BI, Data Analysis, Deep Learning, Tableau, OpenCV, TensorFlow",1,0,Yes,Not Placed
STU0382,22311A6622,Rekha Reddy,Female,AIML,A,7.25,7.23,0,PASS,"Python, OpenCV, Data Analysis, Tableau",3,0,Yes,Placed
STU0383,22311A6623,Girish Yadav,Male,AIML,B,9.28,9.4,0,PASS,"Data Analysis, Machine Learning, SQL, Tableau, Scikit-learn, NLP",6,3,Yes,Placed
STU0384,22311A6624,Anjali Jangam,Female,AIML,C,5.95,6.62,1,FAIL,"Power BI, NLP, TensorFlow, Data Analysis",0,0,No,Not Placed
STU0385,22311A6625,Yashwanth Subramaniam,Male,AIML,A,6.58,7.37,1,FAIL,"Python, TensorFlow, Tableau, Machine Learning, Deep Learning, Scikit-learn",0,1,Yes,Not Placed
STU0386,22311A6626,Vidya Bhuvanesh,Female,AIML,B,9.91,10.0,0,PASS,"NLP, Deep Learning, TensorFlow, SQL, Tableau",3,3,Yes,Placed
STU0387,22311A6627,Hemanth Patel,Male,AIML,C,9.75,9.73,0,PASS,"SQL, Scikit-learn, Tableau, Deep Learning, OpenCV",6,3,Yes,Placed
STU0388,22311A6628,Charan Subramaniam,Male,AIML,A,5.67,5.63,0,PASS,"SQL, Power BI, Scikit-learn, Tableau, TensorFlow, Machine Learning",1,0,No,Not Placed
STU0389,22311A6629,Meghana Bansal,Female,AIML,B,9.1,9.24,0,PASS,"Power BI, Data Analysis, TensorFlow, NLP",4,2,Yes,Placed
STU0390,22311A6630,Varun Tiwari,Male,AIML,C,7.51,7.99,0,PASS,"NLP, AWS, Python",1,2,Yes,Placed
STU0391,22311A6631,Chaitanya Das,Female,AIML,A,6.92,6.59,0,PASS,"Python, Data Analysis",1,1,Yes,Placed
STU0392,22311A6632,Mahesh Prasad,Male,AIML,B,7.65,7.96,0,PASS,"Machine Learning, Deep Learning, TensorFlow",3,1,Yes,Placed
STU0393,22311A6633,Balaji Bhuvanesh,Male,AIML,C,9.26,9.75,0,PASS,"Python, Power BI, Scikit-learn, NLP",2,2,Yes,Placed
STU0394,22311A6634,Venkat Nayak,Male,AIML,A,9.18,9.27,0,PASS,"AWS, Power BI, SQL",6,3,Yes,Placed
STU0395,22311A6635,Sahithi Subramaniam,Female,AIML,B,6.07,5.82,0,PASS,"Deep Learning, Scikit-learn, Python, Data Analysis, Power BI",0,1,Yes,Not Placed
STU0396,22311A6636,Vamshi Reddy,Male,AIML,C,9.84,10.0,0,PASS,"AWS, SQL",2,2,Yes,Placed
STU0397,22311A6637,Eshwar Prasad,Male,AIML,A,7.52,7.48,0,PASS,"NLP, AWS",3,0,Yes,Placed
STU0398,22311A6638,Vivek Venkatesh,Male,AIML,B,5.88,5.55,1,FAIL,"Scikit-learn, NLP",0,1,No,Not Placed
STU0399,22311A6639,Rohit Babu,Male,AIML,C,4.04,4.83,2,FAIL,"Machine Learning, AWS, TensorFlow, Tableau, Scikit-learn",2,0,No,Not Placed
STU0400,22311A6640,Niharika Goud,Female,AIML,A,9.94,10.0,0,PASS,"Deep Learning, Data Analysis, SQL, Machine Learning, Python, NLP",3,2,Yes,Placed
STU0401,22311A6641,Dhanush Goud,Male,AIML,B,7.45,8.12,1,FAIL,"Tableau, Data Analysis",2,2,Yes,Placed
STU0402,22311A6642,Namratha Raju,Female,AIML,C,8.2,8.07,0,PASS,"NLP, Machine Learning, Data Analysis, AWS, Deep Learning",3,2,Yes,Placed
STU0403,22311A6643,Bharath Nayak,Male,AIML,A,5.64,5.62,1,FAIL,"Deep Learning, Tableau, SQL, Python, OpenCV, AWS",1,0,No,Not Placed
STU0404,22311A6644,Haritha Sharma,Female,AIML,B,5.51,6.21,1,FAIL,"TensorFlow, Power BI, Tableau, Deep Learning, SQL, Machine Learning",1,0,No,Not Placed
STU0405,22311A6645,Rajesh Rao,Male,AIML,C,8.83,8.65,0,PASS,"Python, AWS, SQL, Data Analysis, Machine Learning",6,1,Yes,Placed
STU0406,22311A6646,Roshan Ghosh,Male,AIML,A,9.19,9.71,0,PASS,"Tableau, Deep Learning, Scikit-learn, Python, AWS",4,2,Yes,Placed
STU0407,22311A6647,Lasya Bhargav,Female,AIML,B,8.05,8.2,0,PASS,"Tableau, AWS",1,0,Yes,Placed
STU0408,22311A6648,Sahithi Rathod,Female,AIML,C,8.11,7.83,0,PASS,"SQL, Power BI, OpenCV, Machine Learning, Tableau",4,0,Yes,Placed
STU0409,22311A6649,Srikar Malhotra,Male,AIML,A,8.36,8.14,0,PASS,"OpenCV, Data Analysis",1,0,Yes,Placed
STU0410,22311A6650,Sai Malhotra,Female,AIML,B,6.94,6.56,1,FAIL,"Deep Learning, Data Analysis, AWS, SQL, Machine Learning, Scikit-learn",2,0,Yes,Placed
STU0411,22311A6651,Xitij Bose,Male,AIML,C,9.25,9.11,0,PASS,"SQL, Data Analysis, Deep Learning, Python, Power BI, AWS",2,2,Yes,Placed
STU0412,22311A6652,Madhav Rao,Male,AIML,A,9.1,9.19,0,PASS,"AWS, Python",5,1,Yes,Placed
STU0413,22311A6653,Manasa Sekhar,Female,AIML,B,5.98,5.81,1,FAIL,"OpenCV, Data Analysis, Python, Tableau, AWS, Power BI",0,1,No,Not Placed
STU0414,22311A6654,Sameera Thakur,Female,AIML,C,7.44,7.38,0,PASS,"Python, TensorFlow, Power BI, Scikit-learn, SQL, Data Analysis",1,1,Yes,Not Placed
STU0415,22311A6655,Anjali Roy,Female,AIML,A,8.37,8.64,0,PASS,"Scikit-learn, AWS, Machine Learning",2,0,Yes,Placed
STU0416,22311A6656,Tejaswini Krishnan,Female,AIML,B,9.7,10.0,0,PASS,"NLP, OpenCV, TensorFlow",6,3,Yes,Placed
STU0417,22311A6657,Charan Gupta,Male,AIML,C,9.47,9.61,0,PASS,"TensorFlow, Tableau, Data Analysis, NLP, Machine Learning, Scikit-learn",5,1,Yes,Placed
STU0418,22311A6658,Usha Nayak,Female,AIML,A,6.91,7.29,0,PASS,"AWS, Scikit-learn, Python",0,1,Yes,Not Placed
STU0419,22311A6659,Manoj Bose,Male,AIML,B,9.06,9.68,0,PASS,"AWS, Scikit-learn, NLP",5,3,Yes,Placed
STU0420,22311A6660,Sreshta Rathod,Female,AIML,C,9.46,9.65,0,PASS,"Deep Learning, TensorFlow, SQL, Tableau",4,2,Yes,Placed
STU0421,22311A6661,Charan Yadav,Male,AIML,A,7.89,8.29,0,PASS,"OpenCV, Scikit-learn, Deep Learning",2,0,Yes,Placed
STU0422,22311A6662,Nandini Murthy,Female,AIML,B,7.56,7.89,1,FAIL,"NLP, Tableau, AWS",2,1,Yes,Placed
STU0423,22311A6663,Alekhya Shukla,Female,AIML,C,9.16,9.92,0,PASS,"AWS, NLP, TensorFlow, Tableau, Data Analysis, Power BI",6,3,Yes,Placed
STU0424,22311A6664,Uma Chopra,Female,AIML,A,5.98,5.44,1,FAIL,"TensorFlow, Python",0,1,No,Not Placed
STU0425,22311A6665,Harish Rathod,Male,AIML,B,8.94,8.73,0,PASS,"Machine Learning, AWS",5,3,Yes,Placed
STU0426,22311A6666,Harish Roy,Male,AIML,C,9.06,9.39,0,PASS,"Deep Learning, Power BI, NLP, Scikit-learn, Data Analysis",2,2,Yes,Placed
STU0427,22311A6667,Mounika Bansal,Female,AIML,A,6.23,6.25,4,FAIL,"TensorFlow, Deep Learning, Power BI, Data Analysis, Scikit-learn",1,0,No,Not Placed
STU0428,22311A6668,Mounika Bose,Female,AIML,B,7.9,8.13,0,PASS,"Power BI, Scikit-learn",3,1,Yes,Placed
STU0429,22311A6669,Umesh Babu,Male,AIML,C,7.24,7.79,0,PASS,"TensorFlow, Tableau, AWS, Scikit-learn, SQL, Python",1,0,Yes,Not Placed
STU0430,22311A6670,Yamini Bose,Female,AIML,A,6.77,7.44,0,PASS,"Machine Learning, TensorFlow",0,1,Yes,Not Placed
STU0431,22311A6671,Harsha Chatterjee,Male,AIML,B,9.69,9.26,0,PASS,"OpenCV, Data Analysis, Python, TensorFlow, Deep Learning, AWS",2,1,Yes,Placed
STU0432,22311A6672,Tanuja Babu,Female,AIML,C,5.86,6.15,3,FAIL,"TensorFlow, OpenCV",1,1,No,Not Placed
STU0433,22311A6673,Ravi Iyer,Male,AIML,A,5.82,5.66,2,FAIL,"TensorFlow, Scikit-learn, NLP, Machine Learning",1,0,No,Not Placed
STU0434,22311A6674,Divya Biswas,Female,AIML,B,7.88,7.51,0,PASS,"SQL, OpenCV, AWS, Data Analysis, Machine Learning, Scikit-learn",4,2,Yes,Placed
STU0435,22311A6675,Divya Sharma,Female,AIML,C,7.73,8.38,0,PASS,"Deep Learning, TensorFlow, Python, Machine Learning",2,0,Yes,Placed
STU0436,22311A6676,Suresh Jagadeesh,Male,AIML,A,5.58,5.95,2,FAIL,"Python, Tableau",1,0,No,Not Placed
STU0437,22311A6677,Lavanya Roy,Female,AIML,B,8.3,7.71,0,PASS,"Data Analysis, SQL",2,0,Yes,Placed
STU0438,22311A6678,Bhavana Yadav,Female,AIML,C,9.16,9.26,0,PASS,"SQL, AWS, Data Analysis, Machine Learning, Scikit-learn, Power BI",6,1,Yes,Placed
STU0439,22311A6679,Rohit Chandrasekhar,Male,AIML,A,7.59,8.28,1,FAIL,"NLP, Data Analysis, Deep Learning, Tableau, Machine Learning",2,2,Yes,Placed
STU0440,22311A6680,Akshay Anjaiah,Male,AIML,B,9.47,9.6,0,PASS,"NLP, TensorFlow, AWS, Python, Machine Learning",4,2,Yes,Placed
STU0441,22311A6681,Manasa Malhotra,Female,AIML,C,9.55,9.36,0,PASS,"SQL, Machine Learning, Tableau, NLP, Deep Learning",2,3,Yes,Placed
STU0442,22311A6682,Krishna Tiwari,Male,AIML,A,6.72,6.68,0,PASS,"OpenCV, Deep Learning",0,1,Yes,Not Placed
STU0443,22311A6683,Varsha Shukla,Female,AIML,B,9.71,9.92,0,PASS,"Scikit-learn, Power BI, NLP, Tableau",6,2,Yes,Placed
STU0444,22311A6684,Naresh Bhuvanesh,Male,AIML,C,7.23,6.95,2,FAIL,"Machine Learning, Python",1,1,Yes,Placed
STU0445,22311A6685,Ishitha Dubey,Female,AIML,A,7.43,7.89,0,PASS,"Tableau, OpenCV, SQL, TensorFlow, Scikit-learn, Data Analysis",3,1,Yes,Placed
STU0446,22311A6686,Roshan Dey,Male,AIML,B,5.15,5.94,5,FAIL,"Power BI, Tableau",0,0,No,Not Placed
STU0447,22311A6687,Ashwin Nayak,Male,AIML,C,7.56,7.65,0,PASS,"Tableau, Machine Learning, Data Analysis, OpenCV, AWS",4,1,Yes,Placed
STU0448,22311A6688,Anjali Tiwari,Female,AIML,A,7.51,7.98,0,PASS,"Python, Data Analysis",1,0,Yes,Not Placed
STU0449,22311A6689,Meghana Naidu,Female,AIML,B,7.14,7.93,0,PASS,"Scikit-learn, SQL",2,0,Yes,Placed
STU0450,22311A6690,Bhavana Gupta,Female,AIML,C,5.67,5.82,0,PASS,"Data Analysis, AWS, Power BI, TensorFlow, Python",1,0,No,Not Placed
STU0451,22311A6691,Suraj Mishra,Male,AIML,A,5.99,6.36,0,PASS,"AWS, Scikit-learn, NLP, Deep Learning, TensorFlow",0,0,No,Not Placed
STU0452,22311A6692,Ganesh Mandal,Male,AIML,B,7.36,7.89,0,PASS,"OpenCV, Data Analysis",1,1,Yes,Not Placed
STU0453,22311A6693,Uma Das,Female,AIML,C,9.3,9.83,0,PASS,"Scikit-learn, AWS, NLP, SQL, Power BI",5,2,Yes,Placed
STU0454,22311A6694,Balaji Paul,Male,AIML,A,6.2,6.81,1,FAIL,"Scikit-learn, Tableau, TensorFlow",2,0,Yes,Not Placed
STU0455,22311A6695,Shashank Varma,Male,AIML,B,6.73,7.09,0,PASS,"Power BI, NLP, Machine Learning, SQL, OpenCV",0,0,Yes,Not Placed
STU0456,22311A6696,Bhargavi Sekhar,Female,AIML,C,5.69,5.43,2,FAIL,"Tableau, AWS, Power BI, Data Analysis, Python",0,0,No,Not Placed
STU0457,22311A6697,Lavanya Bhuvanesh,Female,AIML,A,6.35,7.1,0,PASS,"Python, Machine Learning",0,0,Yes,Not Placed
STU0458,22311A6698,Ranjitha Kadam,Female,AIML,B,7.76,8.34,0,PASS,"OpenCV, AWS, Machine Learning, Scikit-learn, TensorFlow, SQL",1,0,Yes,Not Placed
STU0459,22311A6699,Meghana Saidulu,Female,AIML,C,7.62,7.35,0,PASS,"Machine Learning, Deep Learning, SQL",3,1,Yes,Placed
STU0460,22311A66100,Vaishnavi Varma,Female,AIML,A,9.42,9.78,0,PASS,"Deep Learning, NLP, Tableau, Scikit-learn",4,1,Yes,Placed
STU0461,22311A66101,Zuber Rao,Male,AIML,B,9.79,9.53,0,PASS,"Power BI, TensorFlow, NLP, Machine Learning, SQL, OpenCV",5,2,Yes,Placed
STU0462,22311A66102,Priyanka Venkatarao,Female,AIML,C,9.86,9.48,0,PASS,"Scikit-learn, NLP, Power BI, Python, TensorFlow",2,2,Yes,Placed
STU0463,22311A66103,Tej Bhargav,Male,AIML,A,9.7,9.81,0,PASS,"Power BI, Data Analysis, AWS, NLP",5,3,Yes,Placed
STU0464,22311A66104,Anjali Devi,Female,AIML,B,7.1,7.38,0,PASS,"Machine Learning, Deep Learning",2,1,Yes,Placed
STU0465,22311A66105,Manoj Joshi,Male,AIML,C,9.26,9.62,0,PASS,"TensorFlow, SQL, Machine Learning, Power BI",4,1,Yes,Placed
STU0466,22311A66106,Suraj Das,Male,AIML,A,4.03,4.21,3,FAIL,"Machine Learning, Tableau, SQL",0,1,No,Not Placed
STU0467,22311A66107,Vidya Shah,Female,AIML,B,6.46,6.1,1,FAIL,"OpenCV, AWS",0,1,Yes,Not Placed
STU0468,22311A66108,Kalyan Prasad,Male,AIML,C,9.27,9.72,0,PASS,"Deep Learning, Power BI, SQL, Data Analysis, TensorFlow",3,2,Yes,Placed
STU0469,22311A66109,Lavanya Yadav,Female,AIML,A,5.46,5.19,3,FAIL,"NLP, Data Analysis, Tableau",0,0,No,Not Placed
STU0470,22311A66110,Pavan Anjaiah,Male,AIML,B,9.1,8.58,0,PASS,"SQL, Tableau, NLP, Python",2,2,Yes,Placed
STU0471,22311A66111,Suraj Balakrishna,Male,AIML,C,7.84,7.3,0,PASS,"AWS, Tableau, NLP",4,0,Yes,Placed
STU0472,22311A66112,Swathi Agarwal,Female,AIML,A,5.54,5.12,2,FAIL,"OpenCV, NLP, Power BI, TensorFlow",2,0,No,Not Placed
STU0473,22311A66113,Venkat Biswas,Male,AIML,B,7.99,8.46,0,PASS,"Python, SQL, Deep Learning, OpenCV, Scikit-learn",2,0,Yes,Placed
STU0474,22311A66114,Deepika Kapoor,Female,AIML,C,8.36,8.75,0,PASS,"Machine Learning, Deep Learning, OpenCV, NLP, Data Analysis",2,2,Yes,Placed
STU0475,22311A66115,Haritha Roy,Female,AIML,A,9.0,8.41,0,PASS,"Deep Learning, Power BI, Machine Learning, SQL, Tableau, NLP",2,2,Yes,Placed
STU0476,22311A66116,Bhargavi Prasad,Female,AIML,B,9.15,8.66,0,PASS,"Tableau, Scikit-learn, TensorFlow, Python, NLP",2,3,Yes,Placed
STU0477,22311A66117,Anand Rathod,Male,AIML,C,9.13,9.74,0,PASS,"NLP, Python, Machine Learning, AWS",6,2,Yes,Placed
STU0478,22311A66118,Lasya Nayak,Female,AIML,A,6.53,6.22,0,PASS,"TensorFlow, Scikit-learn, Deep Learning, Machine Learning, OpenCV",0,0,Yes,Not Placed
STU0479,22311A66119,Vishal Murthy,Male,AIML,B,5.87,5.55,0,PASS,"Tableau, TensorFlow, Data Analysis, Power BI, Machine Learning",1,1,No,Not Placed
STU0480,22311A66120,Shashank Shah,Male,AIML,C,9.65,10.0,0,PASS,"AWS, Scikit-learn, OpenCV, Machine Learning, TensorFlow",5,2,Yes,Placed
STU0481,22311A66121,Meghana Chatterjee,Female,AIML,A,9.25,9.25,0,PASS,"Python, AWS, Machine Learning, OpenCV, Data Analysis, TensorFlow",5,2,Yes,Placed
STU0482,22311A66122,Ankita Venkatarao,Female,AIML,B,8.74,8.79,0,PASS,"Power BI, Python, Machine Learning",5,3,Yes,Placed
STU0483,22311A66123,Vaishnavi Malhotra,Female,AIML,C,9.92,10.0,0,PASS,"Deep Learning, Machine Learning, Data Analysis",4,3,Yes,Placed
STU0484,22311A66124,Tejaswini Sharma,Female,AIML,A,4.18,3.82,3,FAIL,"Scikit-learn, Data Analysis, Tableau, TensorFlow, NLP",1,1,No,Not Placed
STU0485,22311A66125,Yashwanth Nair,Male,AIML,B,5.61,5.03,4,FAIL,"SQL, Tableau",1,0,No,Not Placed
STU0486,22311A66126,Qasim Srinivas,Male,AIML,C,7.13,6.69,2,FAIL,"Tableau, OpenCV, Python, Scikit-learn, SQL",2,0,Yes,Not Placed
STU0487,22311A66127,Pavan Chowdary,Male,AIML,A,6.35,6.35,0,PASS,"OpenCV, Data Analysis, Scikit-learn, AWS, TensorFlow",0,0,Yes,Not Placed
STU0488,22311A66128,Goutham Mohan,Male,AIML,B,6.97,6.46,1,FAIL,"Tableau, Machine Learning, OpenCV, NLP, Data Analysis",1,0,Yes,Not Placed
STU0489,22311A66129,Jhansi Bose,Female,AIML,C,7.86,7.73,0,PASS,"Deep Learning, TensorFlow, Power BI, Data Analysis, NLP",4,1,Yes,Placed
STU0490,22311A66130,Santhosh Chandrasekhar,Male,AIML,A,5.98,5.62,0,PASS,"Machine Learning, Power BI, Tableau, TensorFlow, SQL",0,0,No,Not Placed
STU0491,22311A66131,Tanuja Subramaniam,Female,AIML,B,6.33,6.98,0,PASS,"NLP, Power BI",0,0,Yes,Not Placed
STU0492,22311A66132,Goutham Subramaniam,Male,AIML,C,9.56,10.0,0,PASS,"Data Analysis, Scikit-learn, Machine Learning, Python, Tableau, Power BI",5,1,Yes,Placed
STU0493,22311A66133,Krishna Goud,Male,AIML,A,5.62,5.31,0,PASS,"OpenCV, Tableau, AWS, Scikit-learn",1,0,No,Not Placed
STU0494,22311A66134,Nithish Babu,Male,AIML,B,9.01,9.58,0,PASS,"NLP, TensorFlow, AWS, Deep Learning, Machine Learning",4,2,Yes,Placed
STU0495,22311A66135,Revanth Kadam,Male,AIML,C,9.79,9.38,0,PASS,"Power BI, OpenCV, Tableau, AWS, NLP",2,2,Yes,Placed
STU0496,22311A66136,Akanksha Biswas,Female,AIML,A,5.81,6.58,0,PASS,"Power BI, Python",1,0,No,Not Placed
STU0497,22311A66137,Deepak Biswas,Male,AIML,B,9.87,10.0,0,PASS,"NLP, Python, TensorFlow, AWS",6,1,Yes,Placed
STU0498,22311A66138,Anand Lakshmi,Male,AIML,C,9.35,9.89,0,PASS,"SQL, TensorFlow, Machine Learning, Python, NLP",5,3,Yes,Placed
STU0499,22311A66139,Manoj Biswas,Male,AIML,A,7.33,7.46,1,FAIL,"Python, OpenCV, AWS",3,0,Yes,Placed
STU0500,22311A66140,Akshay Ghosh,Male,AIML,B,5.87,6.15,0,PASS,"Scikit-learn, Machine Learning",0,0,No,Not Placed
STU0501,22311A66141,Niharika Sekhar,Female,AIML,C,9.63,9.78,0,PASS,"SQL, NLP, TensorFlow, Data Analysis, Deep Learning, Scikit-learn",5,3,Yes,Placed
STU0502,22311A66142,Krishna Rathod,Male,AIML,A,9.15,9.15,0,PASS,"Machine Learning, OpenCV, Python, Power BI, Deep Learning",5,1,Yes,Placed
STU0503,22311A66143,Ajay Das,Male,AIML,B,9.58,9.87,0,PASS,"OpenCV, Tableau, Power BI, Deep Learning, AWS",6,1,Yes,Placed
STU0504,22311A66144,Balaji Murthy,Male,AIML,C,9.46,8.91,0,PASS,"AWS, NLP, Machine Learning",6,2,Yes,Placed
STU0505,22311A66145,Pooja Raghunath,Female,AIML,A,4.23,4.15,6,FAIL,"TensorFlow, Tableau, Python, Deep Learning",0,0,No,Not Placed
STU0506,22311A66146,Usha Jagadeesh,Female,AIML,B,9.12,9.01,0,PASS,"Power BI, Tableau",6,2,Yes,Placed
STU0507,22311A66147,Hemanth Dubey,Male,AIML,C,9.5,9.55,0,PASS,"Scikit-learn, Tableau, Deep Learning, NLP, Machine Learning",6,3,Yes,Placed
STU0508,22311A66148,Ritesh Mohan,Male,AIML,A,7.51,7.53,0,PASS,"Deep Learning, Python",3,1,Yes,Placed
STU0509,22311A66149,Trisha Patel,Female,AIML,B,8.57,8.24,0,PASS,"AWS, Python, Machine Learning, OpenCV, Deep Learning",2,2,Yes,Placed
STU0510,22311A66150,Uday Chopra,Male,AIML,C,7.38,7.47,2,FAIL,"Power BI, Deep Learning, OpenCV, Python",3,1,Yes,Placed
STU0511,22311A66151,Chaitanya Dey,Female,AIML,A,5.76,5.29,0,PASS,"Scikit-learn, Deep Learning, Python, NLP, OpenCV",0,0,No,Not Placed
STU0512,22311A66152,Prudhvi Yadav,Male,AIML,B,7.74,7.31,0,PASS,"Data Analysis, SQL, Tableau, AWS, Power BI, Python",3,0,Yes,Placed
STU0513,22311A66153,Tej Gupta,Male,AIML,C,7.83,7.61,1,FAIL,"SQL, AWS",2,0,Yes,Placed
STU0514,22311A66154,Girish Ghosh,Male,AIML,A,7.98,8.47,0,PASS,"AWS, Tableau, Python, Data Analysis, Scikit-learn",3,1,Yes,Placed
STU0515,22311A66155,Anjali Chatterjee,Female,AIML,B,9.84,9.54,0,PASS,"TensorFlow, Python, Deep Learning, AWS, Machine Learning, Data Analysis",2,2,Yes,Placed
STU0516,22311A66156,Naveen Bhuvanesh,Male,AIML,C,9.88,10.0,0,PASS,"OpenCV, Tableau, TensorFlow, SQL",4,2,Yes,Placed
STU0517,22311A66157,Varsha Bhargav,Female,AIML,A,5.04,5.35,1,FAIL,"Python, OpenCV, Deep Learning, Power BI, Tableau",1,0,No,Not Placed
STU0518,22311A66158,Ganesh Mandal,Male,AIML,B,5.25,5.59,4,FAIL,"Power BI, Data Analysis, NLP, OpenCV",0,1,No,Not Placed
STU0519,22311A66159,Akash Prasad,Male,AIML,C,6.83,6.26,0,PASS,"SQL, Machine Learning, Data Analysis, TensorFlow",1,0,Yes,Not Placed
STU0520,22311A66160,Harsha Rao,Male,AIML,A,8.2,8.75,0,PASS,"Data Analysis, AWS, Tableau, Deep Learning",2,1,Yes,Placed
STU0521,22311A66161,Zuber Nayak,Male,AIML,B,5.57,5.33,1,FAIL,"AWS, TensorFlow, SQL",1,0,No,Not Placed
STU0522,22311A66162,Qasim Venkatarao,Male,AIML,C,7.14,7.48,0,PASS,"Power BI, OpenCV, TensorFlow, Machine Learning",4,1,Yes,Placed
STU0523,22311A66163,Bharath Das,Male,AIML,A,5.38,5.53,2,FAIL,"SQL, NLP, Machine Learning, Python, OpenCV",2,0,No,Not Placed
STU0524,22311A66164,Keerthi Venkatesh,Female,AIML,B,8.48,9.01,0,PASS,"TensorFlow, SQL, Machine Learning, Tableau",2,2,Yes,Placed
STU0525,22311A66165,Nithish Biswas,Male,AIML,C,9.76,10.0,0,PASS,"Machine Learning, OpenCV, Python, Data Analysis, Power BI, Deep Learning",2,1,Yes,Placed
STU0526,22311A66166,Meghana Chopra,Female,AIML,A,6.65,6.13,0,PASS,"Power BI, Machine Learning, Data Analysis, OpenCV, SQL",2,1,Yes,Placed
STU0527,22311A66167,Balaji Mishra,Male,AIML,B,8.65,9.0,0,PASS,"Tableau, AWS",4,3,Yes,Placed
STU0528,22311A66168,Chaitanya Kumar,Female,AIML,C,6.29,5.96,1,FAIL,"TensorFlow, NLP, Power BI, Tableau, AWS, Machine Learning",0,1,Yes,Not Placed
STU0529,22311A66169,Mounika Agarwal,Female,AIML,A,7.38,7.54,0,PASS,"TensorFlow, Data Analysis, NLP, OpenCV, Scikit-learn",1,1,Yes,Placed
STU0530,22311A66170,Nikhil Varma,Male,AIML,B,8.34,9.11,0,PASS,"Machine Learning, NLP, SQL",4,1,Yes,Placed
STU0531,22311A66171,Yashas Bhargav,Male,AIML,C,6.95,6.81,0,PASS,"Tableau, SQL",2,0,Yes,Placed
STU0532,22311A66172,Chandra Anjaiah,Male,AIML,A,9.74,9.43,0,PASS,"Python, NLP, OpenCV",2,2,Yes,Placed
STU0533,22311A66173,Deepthi Yadav,Female,AIML,B,9.04,8.48,0,PASS,"TensorFlow, Deep Learning, SQL",4,3,Yes,Placed
STU0534,22311A66174,Radhika Paul,Female,AIML,C,6.89,6.43,1,FAIL,"Power BI, Scikit-learn, Machine Learning",0,0,Yes,Not Placed
STU0535,22311A66175,Ajay Thakur,Male,AIML,A,9.88,10.0,0,PASS,"Machine Learning, Deep Learning",3,1,Yes,Placed
STU0536,22311A66176,Pratyusha Thakur,Female,AIML,B,9.76,9.98,0,PASS,"TensorFlow, Deep Learning, NLP, SQL, Python, Data Analysis",4,1,Yes,Placed
STU0537,22311A66177,Waseem Mukherjee,Male,AIML,C,5.97,6.3,0,PASS,"Power BI, Scikit-learn, AWS, NLP, Tableau, TensorFlow",0,0,No,Not Placed
STU0538,22311A66178,Charishma Chatterjee,Female,AIML,A,7.1,7.79,0,PASS,"SQL, OpenCV",2,1,Yes,Placed
STU0539,22311A66179,Kalyani Jagadeesh,Female,AIML,B,7.76,7.52,0,PASS,"TensorFlow, Tableau",3,0,Yes,Placed
STU0540,22311A66180,Sravani Jangam,Female,AIML,C,7.71,7.55,0,PASS,"Tableau, SQL, TensorFlow",1,1,Yes,Placed
STU0541,22311A1201,Naresh Dey,Male,IT,A,8.07,7.52,0,PASS,"Angular, Node.js, React",3,1,Yes,Placed
STU0542,22311A1202,Vignesh Srinivas,Male,IT,B,9.74,10.0,0,PASS,"React, REST APIs",4,2,Yes,Placed
STU0543,22311A1203,Waseem Kumar,Male,IT,A,8.4,8.12,0,PASS,"Web Development, Git, Power BI, Angular, Docker",4,0,Yes,Placed
STU0544,22311A1204,Radhika Srinivas,Female,IT,B,7.16,7.75,0,PASS,"Power BI, Java, React",1,1,Yes,Placed
STU0545,22311A1205,Nitin Jangam,Male,IT,A,9.69,9.51,0,PASS,"Python, Power BI, REST APIs, Java, Git, Docker",6,3,Yes,Placed
STU0546,22311A1206,Zuber Tiwari,Male,IT,B,7.3,6.96,0,PASS,"Docker, Angular, React, SQL, Java, Python",2,0,Yes,Placed
STU0547,22311A1207,Goutham Naidu,Male,IT,A,6.46,6.26,0,PASS,"SQL, Docker, Python, Node.js, Power BI, REST APIs",0,1,Yes,Not Placed
STU0548,22311A1208,Lokesh Murthy,Male,IT,B,7.93,8.54,0,PASS,"React, AWS, Docker",2,1,Yes,Placed
STU0549,22311A1209,Xitij Venkatesh,Male,IT,A,6.51,6.11,0,PASS,"Power BI, Web Development, Git, Node.js, Docker",0,0,Yes,Not Placed
STU0550,22311A1210,Vineeth Malhotra,Male,IT,B,9.82,10.0,0,PASS,"Web Development, Java, Power BI, AWS, Docker",5,3,Yes,Placed
STU0551,22311A1211,Uma Iyer,Female,IT,A,7.81,7.59,0,PASS,"Angular, SQL, Web Development, Docker",4,2,Yes,Placed
STU0552,22311A1212,Ajay Singh,Male,IT,B,9.16,8.85,0,PASS,"Docker, Python",2,3,Yes,Placed
STU0553,22311A1213,Chandra Dubey,Male,IT,A,6.56,6.31,0,PASS,"Node.js, Angular, Docker",0,0,Yes,Not Placed
